name;Label;obj_posID;fruit_camera_d_mm;Fr_Cam_d_med_mm;Fr_Cam_d_mean_mm;pix_mm;real_x_distance_mm;real_y_distance_mm;real_z_distance_mm
Mix_3d_apple_tball_Leaves_img_4.png.;Apple;23;1259;1339;1361;0.954779;308;-272;908
Mix_3d_apple_tball_Leaves_img_4.png.;Apple;24;1501;1018;1117;0.725889;-270;-30;386
Mix_3d_apple_tball_Leaves_img_4.png.;Apple;25;1402;1417;1424;1.010397;317;-129;636
Mix_3d_apple_tball_Leaves_img_5.png.;Tennis_ball;1;1468;1462;1460;1.042485;-497;-49;1864
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;2;1472;1459;1460;1.040346;0;-45;1846
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;3;1428;1428;1409;1.018241;478;-89;1792
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;4;1462;1475;1476;1.051755;-497;-55;1551
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;5;1465;1478;1483;1.053894;-1;-52;1565
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;6;1468;1478;1481;1.053894;494;-49;1566
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;7;1475;1481;1486;1.056033;-501;-42;1269
Mix_3d_apple_tball_Leaves_img_5.png.;Tennis_ball;8;1472;1472;1473;1.049615;0;-45;1261
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;9;1478;1497;1501;1.067442;494;-39;1270
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;10;1501;1504;1505;1.072433;-507;-16;981
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;11;1465;1475;1483;1.051755;-2;-52;948
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;12;1504;1504;1505;1.072433;494;-13;972
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;13;1494;1491;1494;1.063163;-507;-23;663
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;14;1488;1507;1511;1.074572;-3;-29;672
Mix_3d_apple_tball_Leaves_img_5.png.;Tennis_ball;15;1497;1501;1503;1.070294;493;-20;669
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;16;1225;1232;1309;0.878482;-199;-292;1709
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;17;1215;1219;1450;0.869213;133;-302;1701
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;18;1417;1440;1444;1.026798;-202;-100;1591
Mix_3d_apple_tball_Leaves_img_5.png.;Tennis_ball;19;982;995;1084;0.709489;292;-535;1248
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;20;1106;1115;1221;0.795055;-87;-411;1040
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;21;1305;1349;1374;0.96191;104;-212;1185
Mix_3d_apple_tball_Leaves_img_5.png.;Tennis_ball;22;1193;1208;1267;0.861369;-181;-324;807
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;23;1264;1336;1361;0.95264;307;-253;906
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;24;1005;1018;1117;0.725889;-271;-512;386
Mix_3d_apple_tball_Leaves_img_5.png.;Apple;25;1408;1414;1426;1.008258;315;-109;635
