image,setup,Trunk-Cam_dist[mm],ObjType,Position,Xgt[m],Ygt[m],Zgt[m],Xestimated[m],Yestimated[m],Zestimated[m],Manhattan[m],Euclidean[m]
color_1_3_1.png,2D,1528.0,Apple,7,-0.5,1.293,0,-0.5202003845786882,1.3362119829527532,0.013,0.08000000000000007,0.05477225575051666
color_1_3_1.png,2D,1528.0,Apple,8,0.0,1.294,0,-0.00041157479101377526,1.3447579775099576,0.007,0.060000000000000046,0.05099019513592789
color_1_3_1.png,2D,1528.0,Apple,9,0.5,1.294,0,0.5099237594768556,1.329808771556625,0.007,0.060000000000000046,0.04242640687119289
color_1_3_1.png,2D,1528.0,Apple,10,-0.5,0.997,0,-0.5119494565257279,1.0359384832058214,0.03,0.08000000000000004,0.05099019513592788
color_1_3_1.png,2D,1528.0,Apple,11,0.0,0.997,0,-0.0015990180032733222,1.007065802078825,0.0,0.010000000000000009,0.010000000000000009
color_1_3_1.png,2D,1528.0,Apple,12,0.5,0.995,0,0.4973117230446302,1.0338104175988614,0.036,0.07000000000000003,0.05000000000000002
color_1_3_1.png,2D,1528.0,Apple,13,-0.5,0.695,0,-0.5253069070038825,0.7108988065460253,0.007,0.05000000000000004,0.033166247903554026
color_1_3_1.png,2D,1528.0,Apple,14,0.0,0.697,0,-0.00815939465553052,0.7114200151107264,0.003,0.02000000000000001,0.014142135623730958
color_1_3_1.png,2D,1528.0,Apple,15,0.5,0.696,0,0.5091098427190595,0.7116826138622575,0.01,0.03000000000000002,0.017320508075688783
color_1_4_0.png,2D,1542.0,Apple,1,-0.5,1.897,0,-0.5060859283832283,1.9623646497025533,0.042,0.11000000000000007,0.07280109889280523
color_1_4_0.png,2D,1542.0,Apple,2,0.0,1.892,0,0.00014040865155262594,1.9459543215944017,0.046,0.11000000000000006,0.07810249675906658
color_1_4_0.png,2D,1542.0,Apple,3,0.5,1.892,0,0.5009777311325255,1.910631076015756,0.049,0.07000000000000002,0.05385164807134505
color_1_4_0.png,2D,1542.0,Apple,4,-0.5,1.59,0,-0.5057475534483644,1.6255402642176533,0.036,0.08999999999999983,0.05744562646538016
color_1_4_0.png,2D,1542.0,Apple,5,0.0,1.592,0,6.441179276786713e-05,1.6396254080262898,0.039,0.08999999999999983,0.06403124237432835
color_1_4_0.png,2D,1542.0,Apple,6,0.5,1.593,0,0.506024392857405,1.64191246194811,0.036,0.09999999999999984,0.06480740698407847
color_1_4_0.png,2D,1542.0,Apple,7,-0.5,1.292,0,-0.5101253785237756,1.334396176839511,0.033,0.08000000000000004,0.05099019513592788
color_1_4_0.png,2D,1542.0,Apple,8,0.0,1.297,0,-0.0003872545925594295,1.3466150183015837,0.01,0.060000000000000046,0.05099019513592789
color_1_4_0.png,2D,1542.0,Apple,9,0.5,1.29,0,0.5049456246834931,1.3230382990896887,0.02,0.05000000000000003,0.03605551275463992
color_1_4_0.png,2D,1542.0,Apple,10,-0.5,0.997,0,-0.5162758948426824,1.0239753357735444,0.01,0.05000000000000004,0.030000000000000023
color_1_4_0.png,2D,1542.0,Apple,11,0.0,0.986,0,-0.000991611193881969,1.0072816742098043,0.036,0.06000000000000002,0.0447213595499958
color_1_4_0.png,2D,1542.0,Apple,12,0.5,0.992,0,0.5014002289857837,1.0182614786505975,0.017,0.05000000000000003,0.03605551275463992
color_1_4_0.png,2D,1542.0,Apple,13,-0.5,0.687,0,-0.5151448349761106,0.7082556852274311,0.026,0.07000000000000003,0.041231056256176624
color_1_4_0.png,2D,1542.0,Apple,14,0.0,0.692,0,-0.0035386861206725727,0.7039936329560542,0.01,0.02000000000000001,0.014142135623730958
color_1_4_0.png,2D,1542.0,Apple,15,0.5,0.696,0,0.5111957755058604,0.7135946144197408,0.003,0.020000000000000018,0.014142135623730963
color_1_4_1.png,2D,1538.0,Apple,1,-0.5,1.897,0,-0.5133238402090229,1.9539551387472769,0.03,0.09000000000000005,0.059160797830996203
color_1_4_1.png,2D,1538.0,Apple,2,0.0,1.892,0,0.0022754728336256847,1.9405315542775827,0.039,0.09000000000000005,0.06403124237432853
color_1_4_1.png,2D,1538.0,Apple,3,0.5,1.892,0,0.4968486477361966,1.9147483506568765,0.061,0.08000000000000002,0.0632455532033676
color_1_4_1.png,2D,1538.0,Apple,4,-0.5,1.59,0,-0.5047071139718025,1.6311082353458963,0.049,0.08999999999999982,0.06403124237432838
color_1_4_1.png,2D,1538.0,Apple,5,0.0,1.592,0,0.001156030325937781,1.6365175834574222,0.039,0.08999999999999983,0.06403124237432835
color_1_4_1.png,2D,1538.0,Apple,6,0.5,1.593,0,0.5049421678788724,1.6418617412544838,0.03,0.07999999999999982,0.05830951894845285
color_1_4_1.png,2D,1538.0,Apple,7,-0.5,1.292,0,-0.5079368028593867,1.3295957528589346,0.039,0.09000000000000005,0.05744562646538032
color_1_4_1.png,2D,1538.0,Apple,8,0.0,1.297,0,0.0007091344777729685,1.3432408723143616,0.01,0.05000000000000004,0.041231056256176644
color_1_4_1.png,2D,1538.0,Apple,9,0.5,1.29,0,0.49876340410853337,1.317297784004636,0.046,0.08000000000000003,0.05830951894845302
color_1_4_1.png,2D,1538.0,Apple,10,-0.5,0.997,0,-0.5093745928530015,1.0222982607994013,0.03,0.060000000000000026,0.03741657386773943
color_1_4_1.png,2D,1538.0,Apple,11,0.0,0.986,0,1.5292140356544694e-05,1.0045046835916585,0.039,0.05000000000000001,0.04123105625617661
color_1_4_1.png,2D,1538.0,Apple,12,0.5,0.992,0,0.4903646246321182,1.017321625209973,0.049,0.09000000000000004,0.05916079783099618
color_1_4_1.png,2D,1538.0,Apple,13,-0.5,0.687,0,-0.5165353115160767,0.7014940488677959,0.013,0.04000000000000003,0.0244948974278318
color_1_4_1.png,2D,1538.0,Apple,14,0.0,0.692,0,-0.0023332616529544285,0.7026213648066781,0.017,0.03000000000000001,0.0223606797749979
color_1_4_1.png,2D,1538.0,Apple,15,0.5,0.696,0,0.5100143747293637,0.710934726063069,0.01,0.03000000000000002,0.017320508075688783
color_1_5_0.png,2D,1535.0,Tennis_ball,1,-0.5,1.887,0,-0.506750408431374,1.957195060406229,0.059,0.14000000000000007,0.09273618495495708
color_1_5_0.png,2D,1535.0,Apple,2,0.0,1.892,0,-0.0008213345761194226,1.9445285761441242,0.059,0.11000000000000004,0.07810249675906658
color_1_5_0.png,2D,1535.0,Apple,3,0.5,1.892,0,0.5018524333409173,1.9163068343028162,0.053,0.08000000000000003,0.05830951894845302
color_1_5_0.png,2D,1535.0,Apple,4,-0.5,1.59,0,-0.5057365210307296,1.6290958870949996,0.053,0.09999999999999983,0.0648074069840785
color_1_5_0.png,2D,1535.0,Apple,5,0.0,1.592,0,7.28754596229102e-05,1.6466422792256854,0.043,0.09999999999999984,0.07211102550927964
color_1_5_0.png,2D,1535.0,Apple,6,0.5,1.593,0,0.5072053496069812,1.6464435629039003,0.033,0.09999999999999984,0.06782329983125253
color_1_5_0.png,2D,1535.0,Apple,7,-0.5,1.292,0,-0.5136768599590468,1.3370086938024017,0.03,0.09000000000000005,0.059160797830996203
color_1_5_0.png,2D,1535.0,Tennis_ball,8,0.0,1.287,0,0.000204585587106342,1.3341721185091728,0.049,0.09000000000000004,0.06403124237432851
color_1_5_0.png,2D,1535.0,Apple,9,0.5,1.29,0,0.5050424614503901,1.3251345148063114,0.024,0.07000000000000005,0.045825756949558434
color_1_5_0.png,2D,1535.0,Apple,10,-0.5,0.997,0,-0.5190873903693863,1.0251298891635552,0.01,0.060000000000000046,0.037416573867739444
color_1_5_0.png,2D,1535.0,Apple,11,0.0,0.986,0,-0.001045744313886665,1.0109554218900145,0.04,0.06000000000000002,0.0447213595499958
color_1_5_0.png,2D,1535.0,Apple,12,0.5,0.992,0,0.49992940926071355,1.0226310254021582,0.03,0.060000000000000026,0.042426406871192875
color_1_5_0.png,2D,1535.0,Apple,13,-0.5,0.687,0,-0.516505528685607,0.7112738313026766,0.03,0.07000000000000003,0.041231056256176624
color_1_5_0.png,2D,1535.0,Apple,14,0.0,0.692,0,-0.003456527929660263,0.7098730963052073,0.02,0.04000000000000002,0.028284271247461915
color_1_5_0.png,2D,1535.0,Tennis_ball,15,0.5,0.687,0,0.5133881881499857,0.7039222406419858,0.007,0.03000000000000002,0.017320508075688783
color_1_2_0.png,2D,1511.0,Apple,1,-0.5,1.892,0,-0.504968463079712,1.9549465065614295,0.059,0.12000000000000005,0.08485281374238575
color_1_2_0.png,2D,1511.0,Apple,2,0.0,1.892,0,0.004458880905374564,1.9534096114489425,0.059,0.12000000000000005,0.08485281374238575
color_1_2_0.png,2D,1511.0,Apple,3,0.5,1.892,0,0.5030601484004021,1.9201258701504471,0.056,0.09000000000000002,0.0670820393249937
color_1_2_0.png,2D,1511.0,Apple,4,-0.5,1.592,0,-0.5043139160238673,1.6442393509722948,0.049,0.09999999999999983,0.07071067811865463
color_1_2_0.png,2D,1511.0,Apple,5,0.0,1.593,0,-0.0010428974040938535,1.645386331394368,0.04,0.09999999999999984,0.07211102550927964
color_1_2_0.png,2D,1511.0,Apple,6,0.5,1.591,0,0.503121999515607,1.63387047980224,0.046,0.08999999999999982,0.06403124237432838
color_1_2_0.png,2D,1511.0,Apple,7,-0.5,1.292,0,-0.5125618914812884,1.344230712918204,0.033,0.09000000000000005,0.059160797830996203
color_1_2_0.png,2D,1511.0,Apple,8,0.0,1.293,0,-0.00014117046964103253,1.3393461471315293,0.027,0.08000000000000004,0.05830951894845304
color_1_2_0.png,2D,1511.0,Apple,9,0.5,1.292,0,0.5112646238981895,1.3257518224562999,0.01,0.060000000000000046,0.04242640687119289
color_1_2_0.png,2D,1511.0,Apple,10,-0.5,0.992,0,-0.5093205602812415,1.016867734197921,0.024,0.06000000000000004,0.03741657386773944
color_1_2_0.png,2D,1511.0,Apple,11,0.0,0.992,0,1.3948316734312627e-05,1.006767062284067,0.033,0.05000000000000002,0.036055512754639904
color_1_2_0.png,2D,1511.0,Apple,12,0.5,0.992,0,0.5012510520869266,1.0206755008178863,0.02,0.05000000000000003,0.03605551275463992
color_1_2_0.png,2D,1511.0,Apple,13,-0.5,0.692,0,-0.5186029768151894,0.7064177294299735,0.017,0.06000000000000004,0.03464101615137757
color_1_2_0.png,2D,1511.0,Apple,14,0.0,0.691,0,-0.0034347764819857166,0.70956898926845,0.017,0.04000000000000002,0.028284271247461915
color_1_2_0.png,2D,1511.0,Apple,15,0.5,0.691,0,0.5045513170352213,0.7179853161882824,0.024,0.05000000000000003,0.03605551275463992
color_1_1_0.png,2D,1549.0,Apple,1,-0.5,1.887,0,-0.5110257447542439,1.9511194172834434,0.056,0.13000000000000006,0.08544003745317534
color_1_1_0.png,2D,1549.0,Apple,2,0.0,1.89,0,0.000106192157236908,1.946176286428954,0.046,0.11000000000000006,0.07810249675906658
color_1_1_0.png,2D,1549.0,Apple,3,0.5,1.886,0,0.4945289600962915,1.9174449822852406,0.059,0.10000000000000003,0.0678232998312527
color_1_1_0.png,2D,1549.0,Apple,4,-0.5,1.589,0,-0.5132679676777759,1.6336826659429167,0.033,0.07999999999999982,0.0509901951359277
color_1_1_0.png,2D,1549.0,Apple,5,0.0,1.588,0,-0.0011502873331229377,1.647597925576005,0.037,0.09999999999999984,0.07211102550927964
color_1_1_0.png,2D,1549.0,Apple,6,0.5,1.592,0,0.4921557925330085,1.6265362474051361,0.059,0.10999999999999982,0.07280109889280509
color_1_1_0.png,2D,1549.0,Apple,7,-0.5,1.288,0,-0.5221923950298342,1.3345681853191225,0.01,0.07000000000000006,0.04582575694955844
color_1_1_0.png,2D,1549.0,Apple,8,0.0,1.29,0,-0.0022553176810785817,1.3445171580097854,0.024,0.07000000000000005,0.053851648071345085
color_1_1_0.png,2D,1549.0,Apple,9,0.5,1.29,0,0.5037197859863637,1.3225479677540033,0.027,0.060000000000000026,0.042426406871192875
color_1_1_0.png,2D,1549.0,Apple,10,-0.5,0.99,0,-0.5142610775542558,1.0156055630946181,0.02,0.06000000000000004,0.03741657386773944
color_1_1_0.png,2D,1549.0,Apple,11,0.0,0.99,0,-0.0012701540516539059,1.0096248314713887,0.024,0.04000000000000002,0.028284271247461915
color_1_1_0.png,2D,1549.0,Apple,12,0.5,0.99,0,0.4951429869434068,1.0210264261664967,0.03,0.060000000000000026,0.042426406871192875
color_1_1_0.png,2D,1549.0,Apple,13,-0.5,0.69,0,-0.5194513045584317,0.6909534985732835,0.014,0.03000000000000002,0.022360679774997914
color_1_1_0.png,2D,1549.0,Apple,14,0.0,0.689,0,-0.006867142007882395,0.7082056745912403,0.014,0.04000000000000002,0.024494897427831796
color_1_1_0.png,2D,1549.0,Apple,15,0.5,0.69,0,0.503762246702825,0.7138117526242052,0.027,0.05000000000000002,0.036055512754639904
color_1_1_1.png,2D,1535.0,Apple,1,-0.5,1.887,0,-0.5072144106918747,1.93459175805233,0.045,0.09000000000000005,0.05744562646538032
color_1_1_1.png,2D,1535.0,Apple,2,0.0,1.89,0,0.0010723507005350346,1.9419846794838882,0.039,0.09000000000000005,0.06403124237432853
color_1_1_1.png,2D,1535.0,Apple,3,0.5,1.886,0,0.4962257631024638,1.9215427611551636,0.045,0.07000000000000003,0.05000000000000002
color_1_1_1.png,2D,1535.0,Apple,4,-0.5,1.589,0,-0.5101244434984918,1.624104011677804,0.039,0.08000000000000004,0.05099019513592787
color_1_1_1.png,2D,1535.0,Apple,5,0.0,1.588,0,-0.005610308763843729,1.6372112156799459,0.029,0.08999999999999983,0.05916079783099601
color_1_1_1.png,2D,1535.0,Apple,6,0.5,1.592,0,0.4986732314150881,1.6228622620610738,0.042,0.07000000000000003,0.05000000000000002
color_1_1_1.png,2D,1535.0,Apple,7,-0.5,1.288,0,-0.5158796048527372,1.327642361381091,0.033,0.09000000000000005,0.05385164807134508
color_1_1_1.png,2D,1535.0,Apple,8,0.0,1.29,0,-0.00032153273689386805,1.3417650223360011,0.01,0.060000000000000046,0.05099019513592789
color_1_1_1.png,2D,1535.0,Apple,9,0.5,1.29,0,0.5046491071756218,1.3180984192419696,0.016,0.05000000000000003,0.03605551275463992
color_1_1_1.png,2D,1535.0,Apple,10,-0.5,0.99,0,-0.5090168744908369,1.0114200884637674,0.036,0.07000000000000003,0.04582575694955841
color_1_1_1.png,2D,1535.0,Apple,11,0.0,0.99,0,-6.838748504620185e-05,1.0029767749602059,0.029,0.04000000000000001,0.0316227766016838
color_1_1_1.png,2D,1535.0,Apple,12,0.5,0.99,0,0.49520879246695493,1.0161033067550815,0.029,0.060000000000000026,0.042426406871192875
color_1_1_1.png,2D,1535.0,Apple,13,-0.5,0.69,0,-0.5216817376498132,0.6870670197393033,0.013,0.03000000000000002,0.022360679774997914
color_1_1_1.png,2D,1535.0,Apple,14,0.0,0.689,0,-0.006996916765135447,0.699121858472643,0.006,0.03000000000000001,0.01732050807568878
color_1_1_1.png,2D,1535.0,Apple,15,0.5,0.69,0,0.504879145413312,0.7074543619385741,0.016,0.04000000000000002,0.028284271247461915
color_1_2_0.png,2D,1517.0,Apple,1,-0.5,1.892,0,-0.5071432951935003,1.9546030837618373,0.059,0.13000000000000006,0.08544003745317534
color_1_2_0.png,2D,1517.0,Apple,2,0.0,1.892,0,0.003355519511496999,1.9543803853968766,0.056,0.12000000000000005,0.08485281374238575
color_1_2_0.png,2D,1517.0,Apple,3,0.5,1.892,0,0.5019107153603957,1.9194310342045229,0.053,0.08000000000000003,0.05830951894845302
color_1_2_0.png,2D,1517.0,Apple,4,-0.5,1.592,0,-0.5068848583150464,1.6454788999977994,0.043,0.10999999999999985,0.07280109889280505
color_1_2_0.png,2D,1517.0,Apple,5,0.0,1.593,0,-0.0021396534388233627,1.643342420797054,0.04,0.08999999999999983,0.06403124237432835
color_1_2_0.png,2D,1517.0,Apple,6,0.5,1.591,0,0.5018775880164107,1.6327255393282327,0.046,0.08999999999999982,0.06403124237432838
color_1_2_0.png,2D,1517.0,Apple,7,-0.5,1.292,0,-0.5115455307406076,1.3416008472276217,0.037,0.10000000000000006,0.06480740698407864
color_1_2_0.png,2D,1517.0,Apple,8,0.0,1.293,0,-0.0034991963479703188,1.3398053239637049,0.024,0.07000000000000005,0.053851648071345085
color_1_2_0.png,2D,1517.0,Apple,9,0.5,1.292,0,0.5091687816048087,1.3251298876964943,0.014,0.060000000000000046,0.04242640687119289
color_1_2_0.png,2D,1517.0,Apple,10,-0.5,0.992,0,-0.5136140708828429,1.0153477418266375,0.02,0.06000000000000004,0.03741657386773944
color_1_2_0.png,2D,1517.0,Apple,11,0.0,0.992,0,-5.3407264427201895e-05,1.0049364117159476,0.033,0.04000000000000001,0.0316227766016838
color_1_2_0.png,2D,1517.0,Apple,12,0.5,0.992,0,0.5056076651523269,1.017270901582225,0.01,0.05000000000000004,0.033166247903554026
color_1_2_0.png,2D,1517.0,Apple,13,-0.5,0.692,0,-0.518367492825846,0.7077431888033918,0.024,0.06000000000000004,0.03464101615137757
color_1_2_0.png,2D,1517.0,Apple,14,0.0,0.691,0,-0.004572833625681633,0.7078657118545848,0.017,0.04000000000000002,0.028284271247461915
color_1_2_0.png,2D,1517.0,Apple,15,0.5,0.691,0,0.5007361276448958,0.7173370865639236,0.027,0.060000000000000026,0.042426406871192875
color_1_2_1.png,2D,1517.0,Apple,1,-0.5,1.892,0,-0.5074536428555702,1.9386890175827238,0.055,0.12000000000000005,0.07874007874011814
color_1_2_1.png,2D,1517.0,Apple,2,0.0,1.892,0,-0.0010655369056094166,1.9484945608720208,0.055,0.12000000000000005,0.08485281374238575
color_1_2_1.png,2D,1517.0,Apple,3,0.5,1.892,0,0.49741224780371807,1.925849720158149,0.042,0.08000000000000004,0.05656854249492383
color_1_2_1.png,2D,1517.0,Apple,4,-0.5,1.592,0,-0.5116282870835872,1.6406169973666258,0.042,0.09999999999999984,0.06480740698407847
color_1_2_1.png,2D,1517.0,Apple,5,0.0,1.593,0,-0.002317157053422676,1.6426474022020583,0.033,0.07999999999999982,0.05830951894845285
color_1_2_1.png,2D,1517.0,Apple,6,0.5,1.591,0,0.4965215532869001,1.628693309469144,0.049,0.08999999999999982,0.06403124237432838
color_1_2_1.png,2D,1517.0,Apple,7,-0.5,1.292,0,-0.5159476591341108,1.3384832542343041,0.033,0.10000000000000006,0.061644140029689806
color_1_2_1.png,2D,1517.0,Apple,8,0.0,1.293,0,0.0009420431109773739,1.3435744511358718,0.023,0.07000000000000005,0.053851648071345085
color_1_2_1.png,2D,1517.0,Apple,9,0.5,1.292,0,0.5017336205441348,1.325474909592377,0.029,0.07000000000000003,0.05000000000000003
color_1_2_1.png,2D,1517.0,Apple,10,-0.5,0.992,0,-0.5100639633622747,1.0128915974091706,0.02,0.05000000000000003,0.030000000000000016
color_1_2_1.png,2D,1517.0,Apple,11,0.0,0.992,0,-0.003642649336161405,1.0009658600277274,0.003,0.010000000000000009,0.010000000000000009
color_1_2_1.png,2D,1517.0,Apple,12,0.5,0.992,0,0.49355063594930015,1.011947128595216,0.033,0.060000000000000026,0.03741657386773943
color_1_2_1.png,2D,1517.0,Apple,13,-0.5,0.692,0,-0.5191978980279334,0.706472874779024,0.02,0.06000000000000004,0.03464101615137757
color_1_2_1.png,2D,1517.0,Apple,14,0.0,0.691,0,-0.006968826374465149,0.7114956890417892,0.013,0.04000000000000002,0.024494897427831796
color_1_2_1.png,2D,1517.0,Apple,15,0.5,0.691,0,0.4991350164767015,0.7206500363097552,0.033,0.060000000000000026,0.042426406871192875
color_1_3_0.png,2D,1531.0,Apple,1,-0.5,1.897,0,-0.5061578834961432,1.9569662106552628,0.036,0.11000000000000007,0.07280109889280523
color_1_3_0.png,2D,1531.0,Apple,2,0.0,1.898,0,0.0022733833383485145,1.9511531831552078,0.046,0.10000000000000005,0.07071067811865478
color_1_3_0.png,2D,1531.0,Apple,3,0.5,1.897,0,0.49989542395396797,1.9355521503443924,0.042,0.08000000000000004,0.05656854249492383
color_1_3_0.png,2D,1531.0,Apple,4,-0.5,1.595,0,-0.5137267906027757,1.6386817930417306,0.033,0.07999999999999982,0.0509901951359277
color_1_3_0.png,2D,1531.0,Apple,5,0.0,1.593,0,0.002126704733106795,1.651507441665994,0.033,0.08999999999999983,0.06708203932499354
color_1_3_0.png,2D,1531.0,Apple,6,0.5,1.593,0,0.5080997423909932,1.6419649680547506,0.026,0.08999999999999983,0.05916079783099601
color_1_3_0.png,2D,1531.0,Apple,7,-0.5,1.293,0,-0.5118685768386751,1.3404589765783739,0.026,0.09000000000000005,0.059160797830996203
color_1_3_0.png,2D,1531.0,Apple,8,0.0,1.294,0,0.0007758684212457716,1.345622327198574,0.013,0.07000000000000005,0.06082762530298225
color_1_3_0.png,2D,1531.0,Apple,9,0.5,1.294,0,0.5200481310503255,1.3333023091537262,-0.017,0.08000000000000006,0.0489897948556636
color_1_3_0.png,2D,1531.0,Apple,10,-0.5,0.997,0,-0.5216631751227496,1.036854130142965,0.003,0.06000000000000005,0.044721359549995836
color_1_3_0.png,2D,1531.0,Apple,11,0.0,0.997,0,0.0017986517728050037,1.0090532440382316,0.007,0.02000000000000001,0.014142135623730958
color_1_3_0.png,2D,1531.0,Apple,12,0.5,0.995,0,0.5200264067580164,1.0335664468520542,-0.01,0.060000000000000046,0.037416573867739444
color_1_3_0.png,2D,1531.0,Apple,13,-0.5,0.695,0,-0.5178504150367331,0.7164351522442362,0.01,0.05000000000000004,0.030000000000000023
color_1_3_0.png,2D,1531.0,Apple,14,0.0,0.697,0,-0.0070220714406288316,0.7129018536313422,0.003,0.02000000000000001,0.014142135623730958
color_1_3_0.png,2D,1531.0,Apple,15,0.5,0.696,0,0.509188999875232,0.7142561517527708,0.013,0.03000000000000002,0.017320508075688783
color_1_3_1.png,2D,1542.0,Apple,1,-0.5,1.897,0,-0.5097844436452775,1.955055789388749,0.029,0.10000000000000006,0.06782329983125274
color_1_3_1.png,2D,1542.0,Apple,2,0.0,1.898,0,-0.0012116056160231335,1.9488968304151049,0.032,0.08000000000000004,0.05830951894845304
color_1_3_1.png,2D,1542.0,Apple,3,0.5,1.897,0,0.5008935436283971,1.9296433355094738,0.035,0.07000000000000003,0.05000000000000002
color_1_3_1.png,2D,1542.0,Apple,4,-0.5,1.595,0,-0.5073565132510843,1.6277436487269579,0.045,0.07999999999999982,0.050990195135927736
